sample_id	haul_id
Upp10_55.CEL	haul_0008
Gav18_030.CEL	haul_0008
Upp11_38.CEL	haul_0008
Gav18_004.CEL	haul_0008
VaN13_6_a.CEL	haul_0008
Upp11_31.CEL	haul_0008
Gav17_003.CEL	haul_0008
Upp10_2.CEL	haul_0008
Gav17_040.CEL	haul_0008
Gav17_051.CEL	haul_0008
Upp10_23.CEL	haul_0008
Upp10_4.CEL	haul_0008
Gav20_26_a.CEL	haul_0008
Gav20_63_a.CEL	haul_0008
Gav19_029.CEL	haul_0008
Gav18_005.CEL	haul_0008
Upp10_47.CEL	haul_0008
Gav20_6_a.CEL	haul_0008
VaN13_2_a.CEL	haul_0008
Upp11_5.CEL	haul_0008
Gav17_037.CEL	haul_0008
Upp10_39.CEL	haul_0008
Gav20_48_a.CEL	haul_0008
Gav19_032.CEL	haul_0008
Upp11_10.CEL	haul_0008
Gav20_50_a.CEL	haul_0008
Upp9_10.CEL	haul_0008
VaN13_8_a.CEL	haul_0008
Gav20_70_a.CEL	haul_0008
Gav17_019.CEL	haul_0008
Gav17_004.CEL	haul_0009
Gav18_049.CEL	haul_0009
Upp11_44.CEL	haul_0009
Upp10_54.CEL	haul_0009
Upp11_31.CEL	haul_0009
Gav19_006.CEL	haul_0009
Upp11_22.CEL	haul_0009
Gav17_017.CEL	haul_0009
Gav19_011.CEL	haul_0009
Upp11_37.CEL	haul_0009
Upp10_22.CEL	haul_0009
Gav18_042.CEL	haul_0009
VaN12_8_a.CEL	haul_0009
Gav20_24_a.CEL	haul_0009
Gav17_045.CEL	haul_0009
VaN13_4_a.CEL	haul_0009
Upp10_51.CEL	haul_0009
Upp10_33.CEL	haul_0009
VaN13_25_a.CEL	haul_0009
Upp10_18.CEL	haul_0009
VaN13_2_a.CEL	haul_0009
Gav18_046.CEL	haul_0009
Gav18_044.CEL	haul_0009
Gav19_017.CEL	haul_0009
Upp10_58.CEL	haul_0009
Gav20_54_a.CEL	haul_0009
Upp10_21.CEL	haul_0009
Upp10_2.CEL	haul_0009
Gav17_008.CEL	haul_0009
Gav19_020.CEL	haul_0009
Gav18_011.CEL	haul_0010
Gav19_026.CEL	haul_0010
Upp11_31.CEL	haul_0010
Gav17_019.CEL	haul_0010
Upp10_33.CEL	haul_0010
Gav18_022.CEL	haul_0010
Upp10_58.CEL	haul_0010
Gav17_040.CEL	haul_0010
Gav17_002.CEL	haul_0010
Gav17_028.CEL	haul_0010
Gav19_001.CEL	haul_0010
VaN13_23_a.CEL	haul_0010
Gav18_009.CEL	haul_0010
Gav18_007.CEL	haul_0010
Gav17_021.CEL	haul_0010
Upp9_11.CEL	haul_0010
VaN13_1_a.CEL	haul_0010
Upp10_18.CEL	haul_0010
Gav19_005.CEL	haul_0010
Gav19_031.CEL	haul_0010
Gav20_24_a.CEL	haul_0010
Gav17_017.CEL	haul_0010
Gav20_16_a.CEL	haul_0010
Upp9_12.CEL	haul_0010
Upp10_29.CEL	haul_0010
Gav17_005.CEL	haul_0010
Gav18_034.CEL	haul_0010
Upp11_50.CEL	haul_0010
Gav19_013.CEL	haul_0010
Gav20_78_a.CEL	haul_0010
Vab03_37_a.CEL	haul_0011
Vab05_39_a.CEL	haul_0011
VA_b16_27.CEL	haul_0011
Upp08_20_a.CEL	haul_0011
VA_b21_19.CEL	haul_0011
VAb01_7_a.CEL	haul_0011
VAb02_21_a.CEL	haul_0011
Vab05_41_a.CEL	haul_0011
VA_b15_31.CEL	haul_0011
VA_b16_24.CEL	haul_0011
NoB16_032.CEL	haul_0011
NoB11_54_a.CEL	haul_0011
NoB04_3_a.CEL	haul_0011
VAb01_26_a.CEL	haul_0011
VAb01_38_a.CEL	haul_0011
Upp08_5_a.CEL	haul_0011
NoB10_35_a.CEL	haul_0011
NoB20_060.CEL	haul_0011
VAb01_13_a.CEL	haul_0011
NoB08_27_a.CEL	haul_0011
Vab03_2_a.CEL	haul_0011
VA_b23_6.CEL	haul_0011
NoB09_43_a.CEL	haul_0011
VAb02_49_a.CEL	haul_0011
VA_b22_25.CEL	haul_0011
Vab03_17_a.CEL	haul_0011
VA_b17_42.CEL	haul_0011
NoB14_10_a.CEL	haul_0011
NoB11_30_a.CEL	haul_0011
VA_b18_44.CEL	haul_0011
VA_b23_16.CEL	haul_0012
NoB15_28_a.CEL	haul_0012
VA_b16_11.CEL	haul_0012
NoB16_048.CEL	haul_0012
VA_b17_21.CEL	haul_0012
VA_b17_10.CEL	haul_0012
NoB16_040.CEL	haul_0012
Vab04_77_a.CEL	haul_0012
Vab03_46_a.CEL	haul_0012
NoB07_23_a.CEL	haul_0012
VAb01_44_a.CEL	haul_0012
NoB01_7_a.CEL	haul_0012
VA_b19_37.CEL	haul_0012
NoB07_21_a.CEL	haul_0012
NoB11_46_a.CEL	haul_0012
NoB05_2_a.CEL	haul_0012
VA_b15_10.CEL	haul_0012
NoB08_36_a.CEL	haul_0012
NoB20_039.CEL	haul_0012
NoB20_007.CEL	haul_0012
NoB3_17.CEL	haul_0012
NoB16_20_a.CEL	haul_0012
VA_b16_48.CEL	haul_0012
NoB20_029.CEL	haul_0012
VA_b21_30.CEL	haul_0012
VA_b21_48.CEL	haul_0012
Upp08_21_a.CEL	haul_0012
VA_b17_27.CEL	haul_0012
VA_b22_47.CEL	haul_0012
NoB20_054.CEL	haul_0012
VAb02_10_a.CEL	haul_0013
VA_b23_28.CEL	haul_0013
VA_b15_23.CEL	haul_0013
VA_b23_17.CEL	haul_0013
Vab04_88_a.CEL	haul_0013
NoB10_10_a.CEL	haul_0013
NoB11_47_a.CEL	haul_0013
VA_b19_47.CEL	haul_0013
NoB11_29_a.CEL	haul_0013
Vab04_19_a.CEL	haul_0013
VAb01_15_a.CEL	haul_0013
NoB05_2_a.CEL	haul_0013
NoB20_036.CEL	haul_0013
NoB07_30_a.CEL	haul_0013
VAb02_43_a.CEL	haul_0013
NoB16_5_a.CEL	haul_0013
VA_b18_4.CEL	haul_0013
Vab03_31_a.CEL	haul_0013
Vab03_22_a.CEL	haul_0013
Vab05_19_a.CEL	haul_0013
Vab04_45_a.CEL	haul_0013
NoB01_35_a.CEL	haul_0013
VAb02_3_a.CEL	haul_0013
VA_b16_24.CEL	haul_0013
NoB11_25_a.CEL	haul_0013
NoB16_044.CEL	haul_0013
NoB16_3_a.CEL	haul_0013
NoB01_15_a.CEL	haul_0013
NoB08_16_a.CEL	haul_0013
NoB10_44_a.CEL	haul_0013
NoB15_22_a.CEL	haul_0014
NoB16_17_a.CEL	haul_0014
Vab03_14_a.CEL	haul_0014
NoB01_16_a.CEL	haul_0014
VA_b19_39.CEL	haul_0014
VA_b15_22.CEL	haul_0014
VA_b17_37.CEL	haul_0014
VA_b15_10.CEL	haul_0014
NoB09_36_a.CEL	haul_0014
NoB3_41.CEL	haul_0014
VAb01_29_a.CEL	haul_0014
Vab04_7_a.CEL	haul_0014
Vab04_10_a.CEL	haul_0014
Vab05_30_a.CEL	haul_0014
NoB01_13_a.CEL	haul_0014
Upp08_26_a.CEL	haul_0014
NoB10_25_a.CEL	haul_0014
VA_b22_2.CEL	haul_0014
VA_b17_44.CEL	haul_0014
Vab04_49_a.CEL	haul_0014
VA_b23_34.CEL	haul_0014
Vab05_48_a.CEL	haul_0014
NoB01_3_a.CEL	haul_0014
NoB14_50_a.CEL	haul_0014
VA_b23_18.CEL	haul_0014
VA_b19_26.CEL	haul_0014
NoB02_15_a.CEL	haul_0014
Vab03_42_a.CEL	haul_0014
VA_b15_7.CEL	haul_0014
NoB16_045.CEL	haul_0014
VA_b18_47.CEL	haul_0015
Vab03_23_a.CEL	haul_0015
NoB09_21_a.CEL	haul_0015
NoB11_53_a.CEL	haul_0015
VAb01_29_a.CEL	haul_0015
NoB10_48_a.CEL	haul_0015
NoB16_043.CEL	haul_0015
Vab05_49_a.CEL	haul_0015
NoB11_5_a.CEL	haul_0015
VA_b21_50.CEL	haul_0015
NoB11_27_a.CEL	haul_0015
NoB11_43_a.CEL	haul_0015
VAb02_42_a.CEL	haul_0015
Vab04_11_a.CEL	haul_0015
VA_b21_46.CEL	haul_0015
VA_b22_41.CEL	haul_0015
VA_b19_45.CEL	haul_0015
VAb01_20_a.CEL	haul_0015
NoB01_36_a.CEL	haul_0015
NoB16_23_a.CEL	haul_0015
VA_b17_48.CEL	haul_0015
VA_b18_49.CEL	haul_0015
VA_b23_2.CEL	haul_0015
NoB09_37_a.CEL	haul_0015
NoB20_050.CEL	haul_0015
Vab03_14_a.CEL	haul_0015
NoB15_11_a.CEL	haul_0015
Vab05_44_a.CEL	haul_0015
VAb01_7_a.CEL	haul_0015
VA_b18_21.CEL	haul_0015
VA_b22_25.CEL	haul_0016
NoB16_037.CEL	haul_0016
NoB10_43_a.CEL	haul_0016
NoB10_7_a.CEL	haul_0016
VAb01_30_a.CEL	haul_0016
VA_b15_40.CEL	haul_0016
NoB16_22_a.CEL	haul_0016
NoB01_10_a.CEL	haul_0016
NoB04_19_a.CEL	haul_0016
NoB16_23_a.CEL	haul_0016
Vab04_45_a.CEL	haul_0016
NoB11_51_a.CEL	haul_0016
NoB11_18_a.CEL	haul_0016
VA_b17_36.CEL	haul_0016
NoB01_11_a.CEL	haul_0016
NoB20_037.CEL	haul_0016
NoB07_22_a.CEL	haul_0016
NoB20_060.CEL	haul_0016
NoB09_2_a.CEL	haul_0016
NoB20_043.CEL	haul_0016
VA_b23_21.CEL	haul_0016
VAb01_50_a.CEL	haul_0016
NoB20_025.CEL	haul_0016
NoB16_041.CEL	haul_0016
NoB01_3_a.CEL	haul_0016
NoB07_11_a.CEL	haul_0016
VA_b17_43.CEL	haul_0016
NoB08_7_a.CEL	haul_0016
NoB15_21_a.CEL	haul_0016
VA_b23_32.CEL	haul_0016
VAb01_37_a.CEL	haul_0017
VAb02_36_a.CEL	haul_0017
Vab05_41_a.CEL	haul_0017
VA_b15_43.CEL	haul_0017
Vab05_24_a.CEL	haul_0017
NoB01_29_a.CEL	haul_0017
NoB3_14.CEL	haul_0017
NoB04_21_a.CEL	haul_0017
VA_b23_38.CEL	haul_0017
NoB11_36_a.CEL	haul_0017
VA_b18_46.CEL	haul_0017
Vab03_2_a.CEL	haul_0017
NoB11_7_a.CEL	haul_0017
NoB16_23_a.CEL	haul_0017
Vab04_20_a.CEL	haul_0017
NoB11_16_a.CEL	haul_0017
VA_b16_48.CEL	haul_0017
VAb02_40_a.CEL	haul_0017
NoB01_3_a.CEL	haul_0017
VA_b16_16.CEL	haul_0017
NoB09_19_a.CEL	haul_0017
VA_b22_30.CEL	haul_0017
NoB15_17_a.CEL	haul_0017
NoB05_9_a.CEL	haul_0017
NoB11_33_a.CEL	haul_0017
Upp08_21_a.CEL	haul_0017
NoB13_33.CEL	haul_0017
Vab05_12_a.CEL	haul_0017
VA_b17_6.CEL	haul_0017
NoB07_27_a.CEL	haul_0017
VA_b17_38.CEL	haul_0018
Upp08_26_a.CEL	haul_0018
NoB10_2_a.CEL	haul_0018
VA_b21_49.CEL	haul_0018
NoB16_037.CEL	haul_0018
VAb01_16_a.CEL	haul_0018
NoB07_8_a.CEL	haul_0018
NoB16_025.CEL	haul_0018
VAb02_11_a.CEL	haul_0018
VAb01_3_a.CEL	haul_0018
VA_b21_20.CEL	haul_0018
Upp08_25_a.CEL	haul_0018
NoB15_25_a.CEL	haul_0018
VAb02_50_a.CEL	haul_0018
NoB14_19_a.CEL	haul_0018
VA_b16_20.CEL	haul_0018
VA_b23_14.CEL	haul_0018
Vab05_1_a.CEL	haul_0018
Vab05_9_a.CEL	haul_0018
NoB07_11_a.CEL	haul_0018
Vab05_44_a.CEL	haul_0018
NoB09_49_a.CEL	haul_0018
VA_b16_40.CEL	haul_0018
VAb01_15_a.CEL	haul_0018
Vab05_8_a.CEL	haul_0018
NoB01_46_a.CEL	haul_0018
Vab05_22_a.CEL	haul_0018
NoB01_22_a.CEL	haul_0018
VAb02_45_a.CEL	haul_0018
Vab04_25_a.CEL	haul_0018
VAb02_40_a.CEL	haul_0019
VAb02_6_a.CEL	haul_0019
NoB11_31_a.CEL	haul_0019
NoB11_51_a.CEL	haul_0019
NoB11_57_a.CEL	haul_0019
NoB16_14_a.CEL	haul_0019
NoB14_46_a.CEL	haul_0019
NoB04_4_a.CEL	haul_0019
NoB08_27_a.CEL	haul_0019
VA_b21_19.CEL	haul_0019
VA_b15_23.CEL	haul_0019
NoB02_46_a.CEL	haul_0019
NoB11_59_a.CEL	haul_0019
VAb01_9_a.CEL	haul_0019
Vab04_60_a.CEL	haul_0019
VAb02_18_a.CEL	haul_0019
NoB20_053.CEL	haul_0019
NoB14_20_a.CEL	haul_0019
NoB20_018.CEL	haul_0019
VAb02_17_a.CEL	haul_0019
NoB02_14_a.CEL	haul_0019
NoB15_2_a.CEL	haul_0019
NoB11_53_a.CEL	haul_0019
NoB07_24_a.CEL	haul_0019
VA_b22_36.CEL	haul_0019
NoB14_50_a.CEL	haul_0019
NoB11_30_a.CEL	haul_0019
NoB01_35_a.CEL	haul_0019
VAb02_42_a.CEL	haul_0019
NoB01_19_a.CEL	haul_0019
NoB11_14_a.CEL	haul_0020
NoB04_19_a.CEL	haul_0020
NoB07_19_a.CEL	haul_0020
VAb02_20_a.CEL	haul_0020
Vab05_30_a.CEL	haul_0020
NoB3_41.CEL	haul_0020
VA_b17_20.CEL	haul_0020
Vab05_36_a.CEL	haul_0020
VA_b19_32.CEL	haul_0020
VA_b16_8.CEL	haul_0020
Vab05_27_a.CEL	haul_0020
NoB16_13_a.CEL	haul_0020
NoB16_045.CEL	haul_0020
NoB3_5.CEL	haul_0020
NoB16_20_a.CEL	haul_0020
NoB10_30_a.CEL	haul_0020
NoB04_31_a.CEL	haul_0020
NoB14_28_a.CEL	haul_0020
VA_b23_2.CEL	haul_0020
VAb02_48_a.CEL	haul_0020
NoB09_37_a.CEL	haul_0020
NoB01_41_a.CEL	haul_0020
NoB01_8_a.CEL	haul_0020
NoB15_22_a.CEL	haul_0020
VA_b17_16.CEL	haul_0020
NoB09_11_a.CEL	haul_0020
VA_b15_26.CEL	haul_0020
Upp08_24_a.CEL	haul_0020
VA_b21_47.CEL	haul_0020
Vab05_8_a.CEL	haul_0020
VaN05_35_a.CEL	haul_0021
Sth37_20.CEL	haul_0021
A-ST6_52.CEL	haul_0021
Sth29_22.CEL	haul_0021
Sth9_44.CEL	haul_0021
Upp05_032.CEL	haul_0021
Upp06_008.CEL	haul_0021
VaN01_55_a.CEL	haul_0021
Gav05_11_a.CEL	haul_0021
VaN01_12_a.CEL	haul_0021
Sod01_88_a.CEL	haul_0021
Gav10_32_a.CEL	haul_0021
Sth41_33.CEL	haul_0021
Sth33_57.CEL	haul_0021
Gav04_27_a.CEL	haul_0021
Sth19_27.CEL	haul_0021
Gav09_58_a.CEL	haul_0021
Gav12_23_a.CEL	haul_0021
Upp01_12_a.CEL	haul_0021
Upp04_051.CEL	haul_0021
Sth20_38.CEL	haul_0021
Gav03_6_a.CEL	haul_0021
VaN07_20_a.CEL	haul_0021
Sth40_2.CEL	haul_0021
Upp05_001.CEL	haul_0021
Sth29_41.CEL	haul_0021
VaN02_48_a.CEL	haul_0021
Upp03_052.CEL	haul_0021
A-ST6_59.CEL	haul_0021
Upp06_001.CEL	haul_0021
Sth44_24.CEL	haul_0022
VaN04_23_a.CEL	haul_0022
Upp01_24_a.CEL	haul_0022
Sod01_51_a.CEL	haul_0022
Sth45_12.CEL	haul_0022
Sth44_76.CEL	haul_0022
Sth29_33.CEL	haul_0022
Sth43_21.CEL	haul_0022
VaN01_10_a.CEL	haul_0022
A-ST5_18.CEL	haul_0022
Gav11_4_a.CEL	haul_0022
Sth11_46.CEL	haul_0022
Sth33_60.CEL	haul_0022
Sth07_026.CEL	haul_0022
Sth28_28.CEL	haul_0022
A-ST1_25.CEL	haul_0022
Sth10_48_a.CEL	haul_0022
A-ST6_56.CEL	haul_0022
Gav10_16_a.CEL	haul_0022
Sth39_67.CEL	haul_0022
Sth43_72.CEL	haul_0022
Sod01_20_a.CEL	haul_0022
Sth20_14.CEL	haul_0022
Sth40_11.CEL	haul_0022
Sth44_44.CEL	haul_0022
Gav12_6_a.CEL	haul_0022
Sth36_3.CEL	haul_0022
VA_b24_30.CEL	haul_0022
Sth10_38_a.CEL	haul_0022
Sth13_45_a.CEL	haul_0022
Sth43_4.CEL	haul_0023
Upp06_027.CEL	haul_0023
Sth37_36.CEL	haul_0023
VaN02_1_a.CEL	haul_0023
Gav11_68_a.CEL	haul_0023
Upp04_044.CEL	haul_0023
VaN01_32_a.CEL	haul_0023
Upp06_021.CEL	haul_0023
Upp07_065.CEL	haul_0023
Sth43_11.CEL	haul_0023
VaN04_7_a.CEL	haul_0023
Sth38_70.CEL	haul_0023
A-ST3_35.CEL	haul_0023
Sth30_43.CEL	haul_0023
VaN02_3_a.CEL	haul_0023
GA_v25_5.CEL	haul_0023
A_ST3_5.CEL	haul_0023
A-ST5_4.CEL	haul_0023
Sod01_26_a.CEL	haul_0023
Sth24_57.CEL	haul_0023
A-ST3_51.CEL	haul_0023
Sth9_34.CEL	haul_0023
Sth15_38.CEL	haul_0023
Sth15_41.CEL	haul_0023
VaN04_81_a.CEL	haul_0023
VA-b6_36.CEL	haul_0023
Sth10_44_a.CEL	haul_0023
Upp7_14.CEL	haul_0023
VaN04_16_a.CEL	haul_0023
Upp04_034.CEL	haul_0023
Upp03_049.CEL	haul_0024
Sth43_58.CEL	haul_0024
Sth41_46.CEL	haul_0024
Sth17_31.CEL	haul_0024
VA-N9_12.CEL	haul_0024
Sth28_80.CEL	haul_0024
VA_b20_21.CEL	haul_0024
Kal12_27.CEL	haul_0024
Sth21_25.CEL	haul_0024
Gav11_68_a.CEL	haul_0024
Gav08_12_a.CEL	haul_0024
GA_v26_13.CEL	haul_0024
Kal11_13.CEL	haul_0024
Sth39_88.CEL	haul_0024
Sth34_77.CEL	haul_0024
Ble07_25_a.CEL	haul_0024
Sth40_26.CEL	haul_0024
Sth27_69.CEL	haul_0024
Gav07_69_a.CEL	haul_0024
Sth30_80.CEL	haul_0024
Gav02_15_a.CEL	haul_0024
GA-v6_67.CEL	haul_0024
Sth28_14.CEL	haul_0024
GA_v25_47.CEL	haul_0024
Gav02_39_a.CEL	haul_0024
Gav10_45_a.CEL	haul_0024
GA_v22_52.CEL	haul_0024
Upp05_033.CEL	haul_0024
VA-N9_39.CEL	haul_0024
Sth13_25.CEL	haul_0024
Gav08_35_a.CEL	haul_0025
Upp02_14_a.CEL	haul_0025
Sth43_80.CEL	haul_0025
Sth07_016.CEL	haul_0025
Sth13_47_a.CEL	haul_0025
Sth30_30.CEL	haul_0025
Sth36_14.CEL	haul_0025
Sth19_45.CEL	haul_0025
GA_v22_46.CEL	haul_0025
Sth29_9.CEL	haul_0025
Gav11_73_a.CEL	haul_0025
GA_v22_12.CEL	haul_0025
A_ST3_17.CEL	haul_0025
Sth11_9.CEL	haul_0025
Upp01_30_a.CEL	haul_0025
Upp01_40_a.CEL	haul_0025
Sth44_84.CEL	haul_0025
A-ST6_24.CEL	haul_0025
A-ST3-1.CEL	haul_0025
Gav12_072.CEL	haul_0025
GA-v6_49.CEL	haul_0025
GA-v6_18.CEL	haul_0025
Sth38_5.CEL	haul_0025
Gav03_35_a.CEL	haul_0025
Sod01_74_a.CEL	haul_0025
VaN05_32_a.CEL	haul_0025
Sth27_97.CEL	haul_0025
Upp01_32_a.CEL	haul_0025
Sth39_73.CEL	haul_0025
GA_v27_1.CEL	haul_0025
A-ST6_49.CEL	haul_0026
VA_b24_16.CEL	haul_0026
Sth17_13.CEL	haul_0026
Ble07_21_a.CEL	haul_0026
Sod01_26_a.CEL	haul_0026
Upp06_015.CEL	haul_0026
Gav04_49_a.CEL	haul_0026
Sth22_16_a.CEL	haul_0026
Gav11_53_a.CEL	haul_0026
VaN02_6_a.CEL	haul_0026
Upp06_009.CEL	haul_0026
Sth36_49.CEL	haul_0026
Gav04_31_a.CEL	haul_0026
Sth33_55.CEL	haul_0026
Upp02_042.CEL	haul_0026
Sth39_5.CEL	haul_0026
Upp02_36_a.CEL	haul_0026
GA-v1_21.CEL	haul_0026
VA_b24_27.CEL	haul_0026
Sth36_28.CEL	haul_0026
GA_v22_32.CEL	haul_0026
Sth21_11.CEL	haul_0026
Sth40_86.CEL	haul_0026
VA-N9_8.CEL	haul_0026
GA_v22_22.CEL	haul_0026
Upp06_008.CEL	haul_0026
Sth22_20_a.CEL	haul_0026
Upp05_036.CEL	haul_0026
