sample_id	haul_id
Upp11_2.CEL	haul_0005
Upp10_24.CEL	haul_0005
Gav17_054.CEL	haul_0005
Gav18_051.CEL	haul_0005
Gav17_051.CEL	haul_0005
Gav19_013.CEL	haul_0006
Gav19_024.CEL	haul_0006
Gav19_007.CEL	haul_0006
Gav17_045.CEL	haul_0006
Upp9_41.CEL	haul_0006
Gav18_031.CEL	haul_0006
Gav19_39_a.CEL	haul_0006
VaN12_8_a.CEL	haul_0006
Gav17_046.CEL	haul_0006
Gav20_15_a.CEL	haul_0006
Upp11_32.CEL	haul_0006
Gav17_028.CEL	haul_0006
VaN12_5_a.CEL	haul_0006
Gav19_49_a.CEL	haul_0006
Gav20_48_a.CEL	haul_0006
Upp11_11.CEL	haul_0006
Upp11_35.CEL	haul_0006
Upp9_18.CEL	haul_0006
Upp11_2.CEL	haul_0006
Upp11_9.CEL	haul_0006
Gav18_028.CEL	haul_0006
Gav18_039.CEL	haul_0006
Upp11_23.CEL	haul_0006
Gav18_038.CEL	haul_0006
Upp11_45.CEL	haul_0006
Gav17_058.CEL	haul_0006
Upp10_43.CEL	haul_0006
Gav17_044.CEL	haul_0006
Gav18_017.CEL	haul_0006
Gav19_53_a.CEL	haul_0006
Gav19_031.CEL	haul_0007
Upp9_38.CEL	haul_0007
Upp9_12.CEL	haul_0007
Gav18_026.CEL	haul_0007
Upp11_10.CEL	haul_0007
Upp10_48.CEL	haul_0007
Upp11_46.CEL	haul_0007
Upp10_28.CEL	haul_0007
VaN12_13_a.CEL	haul_0007
Gav19_009.CEL	haul_0007
Upp9_18.CEL	haul_0007
Gav20_45_a.CEL	haul_0007
Upp11_27.CEL	haul_0007
Upp10_53.CEL	haul_0007
Gav18_035.CEL	haul_0007
Gav19_36_a.CEL	haul_0007
Upp10_12.CEL	haul_0007
Upp10_63.CEL	haul_0007
Gav17_026.CEL	haul_0007
Upp11_9.CEL	haul_0007
Gav20_54_a.CEL	haul_0007
Upp11_23.CEL	haul_0007
Upp10_36.CEL	haul_0007
Upp11_2.CEL	haul_0007
Gav17_053.CEL	haul_0007
Upp10_51.CEL	haul_0007
Gav20_65_a.CEL	haul_0007
Gav18_042.CEL	haul_0007
Gav17_057.CEL	haul_0007
Gav18_052.CEL	haul_0007
Upp10_56.CEL	haul_0008
Gav18_031.CEL	haul_0008
Upp11_38.CEL	haul_0008
Gav18_005.CEL	haul_0008
Gav20_44_a.CEL	haul_0008
Upp11_33.CEL	haul_0008
Gav17_003.CEL	haul_0008
Upp10_24.CEL	haul_0008
Gav17_040.CEL	haul_0008
Gav17_052.CEL	haul_0008
Upp10_26.CEL	haul_0008
Upp10_43.CEL	haul_0008
Gav20_43_a.CEL	haul_0008
Gav20_6_a.CEL	haul_0008
Gav19_032.CEL	haul_0008
Gav18_006.CEL	haul_0008
Upp10_49.CEL	haul_0008
Gav20_72_a.CEL	haul_0008
VaN13_2_a.CEL	haul_0008
Upp11_5.CEL	haul_0008
Gav17_037.CEL	haul_0008
Upp10_4.CEL	haul_0008
Gav20_54_a.CEL	haul_0008
Gav19_034.CEL	haul_0008
Upp11_12.CEL	haul_0008
Gav20_55_a.CEL	haul_0008
Upp9_13.CEL	haul_0008
Gav18_032.CEL	haul_0008
Gav20_73_a.CEL	haul_0008
Gav17_019.CEL	haul_0008
Gav17_004.CEL	haul_0009
Gav18_051.CEL	haul_0009
Upp11_43.CEL	haul_0009
Upp10_56.CEL	haul_0009
Upp11_32.CEL	haul_0009
Gav19_008.CEL	haul_0009
Upp11_23.CEL	haul_0009
Gav17_018.CEL	haul_0009
Gav19_014.CEL	haul_0009
Upp11_37.CEL	haul_0009
VaN13_8_a.CEL	haul_0009
Gav18_043.CEL	haul_0009
VaN12_8_a.CEL	haul_0009
Gav20_3_a.CEL	haul_0009
Gav17_045.CEL	haul_0009
VaN13_4_a.CEL	haul_0009
Upp10_53.CEL	haul_0009
Upp10_36.CEL	haul_0009
VaN13_25_a.CEL	haul_0009
Upp10_22.CEL	haul_0009
VaN13_2_a.CEL	haul_0009
Gav18_047.CEL	haul_0009
Gav18_045.CEL	haul_0009
Gav19_019.CEL	haul_0009
Upp10_61.CEL	haul_0009
Gav20_56_a.CEL	haul_0009
Upp10_25.CEL	haul_0009
Upp10_23.CEL	haul_0009
Gav17_008.CEL	haul_0009
Gav19_023.CEL	haul_0009
Gav18_012.CEL	haul_0010
Gav19_029.CEL	haul_0010
Upp11_32.CEL	haul_0010
Gav17_019.CEL	haul_0010
Upp10_36.CEL	haul_0010
Gav18_024.CEL	haul_0010
Upp10_59.CEL	haul_0010
Gav17_041.CEL	haul_0010
Gav17_002.CEL	haul_0010
Gav17_028.CEL	haul_0010
Gav19_003.CEL	haul_0010
Gav17_040.CEL	haul_0010
Gav18_010.CEL	haul_0010
Gav18_008.CEL	haul_0010
Gav17_021.CEL	haul_0010
Upp9_18.CEL	haul_0010
VaN13_1_a.CEL	haul_0010
Upp10_22.CEL	haul_0010
Gav19_007.CEL	haul_0010
Gav19_034.CEL	haul_0010
Gav20_26_a.CEL	haul_0010
Gav17_017.CEL	haul_0010
Gav20_25_a.CEL	haul_0010
Upp9_19.CEL	haul_0010
Upp10_31.CEL	haul_0010
Gav17_005.CEL	haul_0010
Gav18_035.CEL	haul_0010
Upp11_50.CEL	haul_0010
Gav19_015.CEL	haul_0010
Upp9_10.CEL	haul_0010
Vab03_2_a.CEL	haul_0011
Vab05_32_a.CEL	haul_0011
VA_b16_22.CEL	haul_0011
NoB20_059.CEL	haul_0011
VA_b21_17.CEL	haul_0011
VAb01_46_a.CEL	haul_0011
VAb02_14_a.CEL	haul_0011
Vab05_36_a.CEL	haul_0011
VA_b15_26.CEL	haul_0011
VA_b16_20.CEL	haul_0011
NoB16_026.CEL	haul_0011
NoB11_58_a.CEL	haul_0011
NoB04_37_a.CEL	haul_0011
VAb01_17_a.CEL	haul_0011
VAb01_30_a.CEL	haul_0011
Upp08_26_a.CEL	haul_0011
NoB10_37_a.CEL	haul_0011
NoB20_055.CEL	haul_0011
Upp08_29_a.CEL	haul_0011
NoB08_27_a.CEL	haul_0011
Vab03_24_a.CEL	haul_0011
VA_b23_6.CEL	haul_0011
NoB09_43_a.CEL	haul_0011
VAb02_44_a.CEL	haul_0011
VA_b22_24.CEL	haul_0011
VAb02_8_a.CEL	haul_0011
VA_b17_37.CEL	haul_0011
NoB13_36.CEL	haul_0011
NoB11_32_a.CEL	haul_0011
VA_b18_43.CEL	haul_0011
VA_b23_16.CEL	haul_0012
NoB15_22_a.CEL	haul_0012
VA_b15_45.CEL	haul_0012
NoB16_044.CEL	haul_0012
VA_b17_17.CEL	haul_0012
VA_b16_8.CEL	haul_0012
NoB16_036.CEL	haul_0012
Vab04_63_a.CEL	haul_0012
Vab03_39_a.CEL	haul_0012
NoB07_23_a.CEL	haul_0012
VAb01_38_a.CEL	haul_0012
NoB01_8_a.CEL	haul_0012
VA_b19_35.CEL	haul_0012
NoB07_20_a.CEL	haul_0012
NoB11_4_a.CEL	haul_0012
NoB05_2_a.CEL	haul_0012
Vab05_6_a.CEL	haul_0012
NoB08_40_a.CEL	haul_0012
NoB20_033.CEL	haul_0012
NoB20_001.CEL	haul_0012
NoB3_2.CEL	haul_0012
NoB16_17_a.CEL	haul_0012
VA_b16_40.CEL	haul_0012
NoB20_022.CEL	haul_0012
VA_b21_25.CEL	haul_0012
VA_b21_48.CEL	haul_0012
NoB20_061.CEL	haul_0012
VA_b17_21.CEL	haul_0012
VA_b22_47.CEL	haul_0012
NoB20_050.CEL	haul_0012
VAb01_4_a.CEL	haul_0013
VA_b23_28.CEL	haul_0013
VA_b15_17.CEL	haul_0013
VA_b23_16.CEL	haul_0013
Vab04_69_a.CEL	haul_0013
NoB10_11_a.CEL	haul_0013
NoB11_51_a.CEL	haul_0013
VA_b19_47.CEL	haul_0013
NoB11_31_a.CEL	haul_0013
Vab03_4_a.CEL	haul_0013
Upp08_29_a.CEL	haul_0013
NoB05_2_a.CEL	haul_0013
NoB20_031.CEL	haul_0013
NoB07_2_a.CEL	haul_0013
VAb02_37_a.CEL	haul_0013
NoB16_21_a.CEL	haul_0013
VA_b18_36.CEL	haul_0013
Vab03_25_a.CEL	haul_0013
Vab03_12_a.CEL	haul_0013
Vab05_12_a.CEL	haul_0013
Vab04_2_a.CEL	haul_0013
NoB01_36_a.CEL	haul_0013
VAb02_34_a.CEL	haul_0013
VA_b16_2.CEL	haul_0013
NoB11_27_a.CEL	haul_0013
NoB16_039.CEL	haul_0013
NoB16_20_a.CEL	haul_0013
NoB01_15_a.CEL	haul_0013
NoB08_16_a.CEL	haul_0013
NoB10_45_a.CEL	haul_0013
NoB15_12_a.CEL	haul_0014
NoB16_14_a.CEL	haul_0014
VAb02_7_a.CEL	haul_0014
NoB01_16_a.CEL	haul_0014
VA_b19_38.CEL	haul_0014
VA_b15_15.CEL	haul_0014
VA_b17_35.CEL	haul_0014
Vab05_6_a.CEL	haul_0014
NoB09_37_a.CEL	haul_0014
NoB3_40.CEL	haul_0014
VAb01_19_a.CEL	haul_0014
Vab04_64_a.CEL	haul_0014
Vab03_5_a.CEL	haul_0014
Vab05_26_a.CEL	haul_0014
NoB01_13_a.CEL	haul_0014
Upp08_21_a.CEL	haul_0014
NoB10_27_a.CEL	haul_0014
VA_b22_15.CEL	haul_0014
VA_b17_42.CEL	haul_0014
Vab04_30_a.CEL	haul_0014
VA_b23_34.CEL	haul_0014
Vab05_43_a.CEL	haul_0014
NoB01_41_a.CEL	haul_0014
NoB14_3_a.CEL	haul_0014
Vab05_27_a.CEL	haul_0014
VA_b19_20.CEL	haul_0014
NoB02_20_a.CEL	haul_0014
Vab03_36_a.CEL	haul_0014
VA_b15_41.CEL	haul_0014
NoB16_041.CEL	haul_0014
VA_b23_37.CEL	haul_0015
Vab03_14_a.CEL	haul_0015
NoB09_21_a.CEL	haul_0015
NoB11_56_a.CEL	haul_0015
VAb01_19_a.CEL	haul_0015
NoB10_4_a.CEL	haul_0015
NoB16_038.CEL	haul_0015
Vab05_43_a.CEL	haul_0015
NoB11_62_a.CEL	haul_0015
VA_b21_50.CEL	haul_0015
NoB11_29_a.CEL	haul_0015
NoB11_45_a.CEL	haul_0015
VAb02_36_a.CEL	haul_0015
Vab03_5_a.CEL	haul_0015
VA_b21_46.CEL	haul_0015
VA_b22_41.CEL	haul_0015
VA_b19_39.CEL	haul_0015
VAb01_15_a.CEL	haul_0015
NoB01_36_a.CEL	haul_0015
NoB16_1_a.CEL	haul_0015
VA_b17_44.CEL	haul_0015
VA_b18_46.CEL	haul_0015
VA_b23_19.CEL	haul_0015
NoB09_37_a.CEL	haul_0015
NoB20_046.CEL	haul_0015
VAb02_7_a.CEL	haul_0015
NoB14_7_a.CEL	haul_0015
Vab05_38_a.CEL	haul_0015
VAb01_46_a.CEL	haul_0015
VA_b18_17.CEL	haul_0015
VA_b22_24.CEL	haul_0016
NoB16_033.CEL	haul_0016
NoB10_44_a.CEL	haul_0016
NoB11_10_a.CEL	haul_0016
VAb01_1_a.CEL	haul_0016
VA_b15_36.CEL	haul_0016
NoB16_18_a.CEL	haul_0016
VA_b23_30.CEL	haul_0016
NoB04_15_a.CEL	haul_0016
NoB16_1_a.CEL	haul_0016
Vab04_30_a.CEL	haul_0016
NoB11_54_a.CEL	haul_0016
NoB11_1_a.CEL	haul_0016
VA_b17_31.CEL	haul_0016
NoB01_11_a.CEL	haul_0016
NoB20_031.CEL	haul_0016
NoB07_22_a.CEL	haul_0016
NoB20_055.CEL	haul_0016
NoB09_30_a.CEL	haul_0016
NoB20_039.CEL	haul_0016
VA_b23_21.CEL	haul_0016
VAb01_41_a.CEL	haul_0016
NoB20_020.CEL	haul_0016
NoB16_037.CEL	haul_0016
NoB01_41_a.CEL	haul_0016
NoB07_11_a.CEL	haul_0016
VA_b17_39.CEL	haul_0016
NoB08_7_a.CEL	haul_0016
NoB15_11_a.CEL	haul_0016
VA_b23_32.CEL	haul_0016
VAb01_29_a.CEL	haul_0017
VAb02_29_a.CEL	haul_0017
Vab05_36_a.CEL	haul_0017
VA_b15_4.CEL	haul_0017
Vab05_19_a.CEL	haul_0017
NoB01_29_a.CEL	haul_0017
NoB3_17.CEL	haul_0017
NoB04_19_a.CEL	haul_0017
VA_b23_38.CEL	haul_0017
NoB11_38_a.CEL	haul_0017
VA_b18_44.CEL	haul_0017
Vab03_24_a.CEL	haul_0017
NoB13_1.CEL	haul_0017
NoB16_1_a.CEL	haul_0017
Vab04_11_a.CEL	haul_0017
NoB11_18_a.CEL	haul_0017
VA_b16_40.CEL	haul_0017
VAb02_36_a.CEL	haul_0017
NoB01_41_a.CEL	haul_0017
VA_b16_11.CEL	haul_0017
NoB09_19_a.CEL	haul_0017
VA_b22_30.CEL	haul_0017
NoB14_9_a.CEL	haul_0017
NoB05_8_a.CEL	haul_0017
NoB11_35_a.CEL	haul_0017
NoB20_061.CEL	haul_0017
NoB13_29.CEL	haul_0017
Vab04_88_a.CEL	haul_0017
VA_b17_49.CEL	haul_0017
NoB07_26_a.CEL	haul_0017
VA_b17_36.CEL	haul_0018
Upp08_21_a.CEL	haul_0018
NoB10_30_a.CEL	haul_0018
VA_b21_49.CEL	haul_0018
NoB16_032.CEL	haul_0018
Upp08_5_a.CEL	haul_0018
NoB07_8_a.CEL	haul_0018
NoB16_3_a.CEL	haul_0018
VAb01_50_a.CEL	haul_0018
VAb01_32_a.CEL	haul_0018
VA_b21_19.CEL	haul_0018
VA_b23_42.CEL	haul_0018
NoB15_17_a.CEL	haul_0018
VAb02_46_a.CEL	haul_0018
NoB13_40.CEL	haul_0018
VA_b16_14.CEL	haul_0018
VA_b23_14.CEL	haul_0018
Vab05_13_a.CEL	haul_0018
Vab05_54_a.CEL	haul_0018
NoB07_11_a.CEL	haul_0018
Vab05_39_a.CEL	haul_0018
NoB09_50_a.CEL	haul_0018
VA_b16_37.CEL	haul_0018
Upp08_29_a.CEL	haul_0018
Vab05_52_a.CEL	haul_0018
NoB01_47_a.CEL	haul_0018
Vab05_18_a.CEL	haul_0018
NoB01_22_a.CEL	haul_0018
VAb02_39_a.CEL	haul_0018
Vab04_17_a.CEL	haul_0018
VAb02_35_a.CEL	haul_0019
VAb02_49_a.CEL	haul_0019
NoB11_33_a.CEL	haul_0019
NoB11_53_a.CEL	haul_0019
NoB11_5_a.CEL	haul_0019
NoB16_11_a.CEL	haul_0019
NoB14_34_a.CEL	haul_0019
NoB04_40_a.CEL	haul_0019
NoB08_33_a.CEL	haul_0019
VA_b21_19.CEL	haul_0019
VA_b15_17.CEL	haul_0019
NoB02_4_a.CEL	haul_0019
NoB11_61_a.CEL	haul_0019
VAb01_49_a.CEL	haul_0019
Vab04_49_a.CEL	haul_0019
VAb02_11_a.CEL	haul_0019
NoB20_049.CEL	haul_0019
NoB13_6.CEL	haul_0019
NoB20_011.CEL	haul_0019
VAb01_9_a.CEL	haul_0019
NoB02_15_a.CEL	haul_0019
NoB15_25_a.CEL	haul_0019
NoB11_57_a.CEL	haul_0019
NoB07_23_a.CEL	haul_0019
VA_b22_34.CEL	haul_0019
NoB14_3_a.CEL	haul_0019
NoB11_31_a.CEL	haul_0019
NoB01_35_a.CEL	haul_0019
VAb02_37_a.CEL	haul_0019
NoB01_19_a.CEL	haul_0019
NoB11_16_a.CEL	haul_0020
NoB04_14_a.CEL	haul_0020
NoB07_19_a.CEL	haul_0020
VAb02_13_a.CEL	haul_0020
Vab05_26_a.CEL	haul_0020
NoB3_40.CEL	haul_0020
VA_b17_17.CEL	haul_0020
Vab05_29_a.CEL	haul_0020
VA_b19_20.CEL	haul_0020
VA_b16_49.CEL	haul_0020
Vab05_21_a.CEL	haul_0020
NoB16_10_a.CEL	haul_0020
NoB16_041.CEL	haul_0020
NoB3_42.CEL	haul_0020
NoB16_17_a.CEL	haul_0020
NoB10_31_a.CEL	haul_0020
NoB04_2_a.CEL	haul_0020
NoB14_20_a.CEL	haul_0020
VA_b23_2.CEL	haul_0020
VAb02_43_a.CEL	haul_0020
NoB09_37_a.CEL	haul_0020
NoB01_41_a.CEL	haul_0020
NoB01_9_a.CEL	haul_0020
NoB15_12_a.CEL	haul_0020
VA_b17_10.CEL	haul_0020
NoB09_12_a.CEL	haul_0020
VA_b15_19.CEL	haul_0020
Upp08_20_a.CEL	haul_0020
VA_b21_46.CEL	haul_0020
Vab05_53_a.CEL	haul_0020
VaN05_34_a.CEL	haul_0021
Sth37_29.CEL	haul_0021
A-ST6_64.CEL	haul_0021
Sth29_22.CEL	haul_0021
Sth10_11_a.CEL	haul_0021
Upp05_035.CEL	haul_0021
Upp06_011.CEL	haul_0021
VaN01_55_a.CEL	haul_0021
Gav05_17_a.CEL	haul_0021
VaN01_13_a.CEL	haul_0021
Sod01_98_a.CEL	haul_0021
Gav10_45_a.CEL	haul_0021
Sth41_34.CEL	haul_0021
Sth33_60.CEL	haul_0021
Gav04_2_a.CEL	haul_0021
Sth19_45.CEL	haul_0021
Gav09_69_a.CEL	haul_0021
Gav12_37_a.CEL	haul_0021
Upp01_12_a.CEL	haul_0021
Upp04_053.CEL	haul_0021
Sth20_49.CEL	haul_0021
Gav03_9_a.CEL	haul_0021
VaN07_1_a.CEL	haul_0021
Sth40_18.CEL	haul_0021
Upp05_003.CEL	haul_0021
Sth29_42.CEL	haul_0021
VaN02_48_a.CEL	haul_0021
Upp03_054.CEL	haul_0021
Ost10_Ble40_13_a.CEL	haul_0021
Upp06_004.CEL	haul_0021
Sth44_27.CEL	haul_0022
VaN04_21_a.CEL	haul_0022
Upp01_25_a.CEL	haul_0022
Sod01_74_a.CEL	haul_0022
Sth45_15.CEL	haul_0022
Sth44_77.CEL	haul_0022
Sth29_35.CEL	haul_0022
Sth43_22.CEL	haul_0022
VaN01_11_a.CEL	haul_0022
A-ST5_3.CEL	haul_0022
Gav11_62_a.CEL	haul_0022
Sth11_7.CEL	haul_0022
Sth33_61.CEL	haul_0022
Sth9_20.CEL	haul_0022
Sth28_28.CEL	haul_0022
A-ST1_5.CEL	haul_0022
Sth11_10.CEL	haul_0022
Ost10_Ble40_13_a.CEL	haul_0022
Gav10_27_a.CEL	haul_0022
Sth39_70.CEL	haul_0022
Sth43_73.CEL	haul_0022
Sod01_33_a.CEL	haul_0022
Sth20_23.CEL	haul_0022
Sth40_100.CEL	haul_0022
Sth44_45.CEL	haul_0022
Gav12_048.CEL	haul_0022
Sth36_31.CEL	haul_0022
VA_b24_29.CEL	haul_0022
Sth10_48_a.CEL	haul_0022
Sth13_1.CEL	haul_0022
Sth43_44.CEL	haul_0023
Upp06_031.CEL	haul_0023
Sth37_40.CEL	haul_0023
VaN02_1_a.CEL	haul_0023
Gav11_83_a.CEL	haul_0023
Upp04_046.CEL	haul_0023
VaN01_33_a.CEL	haul_0023
Upp06_024.CEL	haul_0023
Upp07_072.CEL	haul_0023
Sth43_14.CEL	haul_0023
VaN04_79_a.CEL	haul_0023
Sth38_76.CEL	haul_0023
A-ST3_47.CEL	haul_0023
Sth30_43.CEL	haul_0023
VaN02_39_a.CEL	haul_0023
GA_v26_13.CEL	haul_0023
A-ST5_13.CEL	haul_0023
A-ST6_12.CEL	haul_0023
Sod01_43_a.CEL	haul_0023
Sth24_61.CEL	haul_0023
A-ST3_64.CEL	haul_0023
Sth9_47.CEL	haul_0023
Sth15_48.CEL	haul_0023
Sth15_50.CEL	haul_0023
VaN04_7_a.CEL	haul_0023
VA-b6_36.CEL	haul_0023
Sth11_1.CEL	haul_0023
Upp7_17.CEL	haul_0023
VaN04_12_a.CEL	haul_0023
Upp04_037.CEL	haul_0023
Upp03_052.CEL	haul_0024
Sth43_63.CEL	haul_0024
Sth41_47.CEL	haul_0024
Sth18_12.CEL	haul_0024
VA-N9_12.CEL	haul_0024
Sth28_80.CEL	haul_0024
VA_b20_20.CEL	haul_0024
Kal12_8.CEL	haul_0024
Sth21_37.CEL	haul_0024
Gav11_83_a.CEL	haul_0024
Gav08_19_a.CEL	haul_0024
GA_v26_22.CEL	haul_0024
Kal11_21.CEL	haul_0024
Sth39_89.CEL	haul_0024
Sth34_80.CEL	haul_0024
Ble07_25_a.CEL	haul_0024
Sth40_26.CEL	haul_0024
Sth27_67.CEL	haul_0024
Gav07_80_a.CEL	haul_0024
Sth30_80.CEL	haul_0024
Gav02_16_a.CEL	haul_0024
GA-v6_76.CEL	haul_0024
Sth28_12.CEL	haul_0024
GA_v25_9.CEL	haul_0024
Gav02_42_a.CEL	haul_0024
Gav10_56_a.CEL	haul_0024
GA_v23_12.CEL	haul_0024
Upp05_035.CEL	haul_0024
VA-N9_39.CEL	haul_0024
Sth13_30.CEL	haul_0024
Gav08_40_a.CEL	haul_0025
Upp02_16_a.CEL	haul_0025
Sth43_84.CEL	haul_0025
Sth9_14.CEL	haul_0025
Sth13_21.CEL	haul_0025
Sth30_30.CEL	haul_0025
Sth36_19.CEL	haul_0025
Sth19_7.CEL	haul_0025
GA_v22_51.CEL	haul_0025
Sth29_9.CEL	haul_0025
Gav11_86_a.CEL	haul_0025
GA_v22_22.CEL	haul_0025
A_ST3_9.CEL	haul_0025
Sth12_14.CEL	haul_0025
Upp01_31_a.CEL	haul_0025
Upp01_41_a.CEL	haul_0025
Sth44_85.CEL	haul_0025
A-ST6_49.CEL	haul_0025
A-ST3_18.CEL	haul_0025
Gav14_016.CEL	haul_0025
GA-v6_53.CEL	haul_0025
GA-v6_26.CEL	haul_0025
Sth38_52.CEL	haul_0025
Gav03_38_a.CEL	haul_0025
Sod01_88_a.CEL	haul_0025
VaN05_30_a.CEL	haul_0025
Sth27_95.CEL	haul_0025
Upp01_34_a.CEL	haul_0025
Sth39_76.CEL	haul_0025
GA_v27_19.CEL	haul_0025
A-ST6_59.CEL	haul_0026
VA_b24_16.CEL	haul_0026
Sth17_27.CEL	haul_0026
Ble07_21_a.CEL	haul_0026
Sod01_43_a.CEL	haul_0026
Upp06_018.CEL	haul_0026
Gav04_52_a.CEL	haul_0026
Sth22_16_a.CEL	haul_0026
Gav11_63_a.CEL	haul_0026
VaN02_56_a.CEL	haul_0026
Upp06_012.CEL	haul_0026
Sth36_51.CEL	haul_0026
Gav04_35_a.CEL	haul_0026
Sth33_57.CEL	haul_0026
Upp02_043.CEL	haul_0026
Sth39_56.CEL	haul_0026
Upp02_37_a.CEL	haul_0026
GA-v1_24.CEL	haul_0026
VA_b24_27.CEL	haul_0026
Sth36_3.CEL	haul_0026
GA_v22_42.CEL	haul_0026
Sth21_13.CEL	haul_0026
Sth40_86.CEL	haul_0026
Sth22_19_a.CEL	haul_0026
GA_v22_29.CEL	haul_0026
Upp06_011.CEL	haul_0026
Sth22_28_a.CEL	haul_0026
Upp05_038.CEL	haul_0026
